src_ip,dst_ip,src_port,dst_port,protocol,length,is_syn,timestamp
17.248.213.67,10.100.102.12,443,49819,17,1446,0,2026-08-13T14:08:18.411350
10.100.102.12,17.248.213.67,49819,443,17,91,0,2026-08-13T14:08:18.411368
93.123.102.229,10.100.102.12,443,59898,6,202,0,2026-08-13T14:08:18.411386
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:18.411411
10.100.102.12,93.123.102.229,59898,443,6,78,0,2026-08-13T14:08:18.411431
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:18.411455
17.248.213.67,10.100.102.12,443,49819,17,1480,0,2026-08-13T14:08:18.411474
10.100.102.12,17.248.213.67,49819,443,17,91,0,2026-08-13T14:08:18.411492
10.100.102.12,93.123.102.229,59898,443,6,54,0,2026-08-13T14:08:18.411509
17.248.213.67,10.100.102.12,443,49819,17,1497,0,2026-08-13T14:08:18.411526
10.100.102.12,17.248.213.67,49819,443,17,91,0,2026-08-13T14:08:18.411544
93.123.102.229,10.100.102.12,443,59898,6,66,0,2026-08-13T14:08:18.411561
10.100.102.7,224.0.0.251,5353,5353,17,422,0,2026-08-13T14:08:18.411588
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T14:08:18.411759
17.248.213.67,10.100.102.12,443,49819,17,1505,0,2026-08-13T14:08:18.411804
10.100.102.12,17.248.213.67,49819,443,17,91,0,2026-08-13T14:08:18.411827
10.100.102.12,10.100.102.7,60676,62078,6,78,1,2026-08-13T14:08:19.412244
93.123.102.229,10.100.102.12,443,59898,6,611,0,2026-08-13T14:08:19.412298
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:19.412319
10.100.102.7,10.100.102.12,62078,60676,6,78,1,2026-08-13T14:08:19.412361
10.100.102.12,10.100.102.7,60676,62078,6,54,0,2026-08-13T14:08:19.412472
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:19.412698
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:19.412718
93.123.102.229,10.100.102.12,443,59898,6,1304,0,2026-08-13T14:08:19.412744
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:19.412762
93.123.102.229,10.100.102.12,443,59898,6,1275,0,2026-08-13T14:08:19.412780
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:19.412798
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:19.412816
10.100.102.12,93.123.102.229,59898,443,6,54,0,2026-08-13T14:08:19.412850
93.123.102.229,10.100.102.12,443,59898,6,66,0,2026-08-13T14:08:19.412868
93.123.102.229,10.100.102.12,443,59898,6,218,0,2026-08-13T14:08:19.412903
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:19.412921
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T14:08:19.412939
10.100.102.12,93.123.102.229,59898,443,6,54,0,2026-08-13T14:08:20.413415
10.100.102.12,93.123.102.229,59898,443,6,54,0,2026-08-13T14:08:20.413462
93.123.102.229,10.100.102.12,443,59898,6,66,0,2026-08-13T14:08:20.413513
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T14:08:20.413568
93.123.102.229,10.100.102.12,443,59898,6,523,0,2026-08-13T14:08:21.414536
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:21.414608
142.250.75.202,10.100.102.12,443,60475,17,283,0,2026-08-13T14:08:21.414700
10.100.102.12,142.250.75.202,60475,443,17,75,0,2026-08-13T14:08:21.414745
10.100.102.12,93.123.102.229,59898,443,6,54,0,2026-08-13T14:08:21.414804
23.82.31.238,10.100.102.12,443,59896,6,90,0,2026-08-13T14:08:21.414845
10.100.102.12,23.82.31.238,59896,443,6,66,0,2026-08-13T14:08:21.414897
10.100.102.12,23.82.31.238,59896,443,6,94,0,2026-08-13T14:08:21.414935
93.123.102.229,10.100.102.12,443,59898,6,66,0,2026-08-13T14:08:21.414973
93.123.102.229,10.100.102.12,443,59898,6,863,0,2026-08-13T14:08:21.415012
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:21.415049
23.82.31.238,10.100.102.12,443,59896,6,66,0,2026-08-13T14:08:21.415086
10.100.102.12,93.123.102.229,59898,443,6,54,0,2026-08-13T14:08:21.415154
93.123.102.229,10.100.102.12,443,59898,6,66,0,2026-08-13T14:08:22.415979
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416042
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416063
93.123.102.229,10.100.102.12,443,59898,6,1304,0,2026-08-13T14:08:22.416221
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416247
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416267
93.123.102.229,10.100.102.12,443,59898,6,1304,0,2026-08-13T14:08:22.416289
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416308
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416541
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416650
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416671
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416723
93.123.102.229,10.100.102.12,443,59898,6,1102,0,2026-08-13T14:08:22.416747
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416773
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416792
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416811
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416829
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416862
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416880
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416898
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416915
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416933
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416953
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.416975
93.123.102.229,10.100.102.12,443,59898,6,698,0,2026-08-13T14:08:22.416993
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417011
10.100.102.12,93.123.102.229,59898,443,6,78,0,2026-08-13T14:08:22.417029
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417047
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417065
10.100.102.12,93.123.102.229,59898,443,6,78,0,2026-08-13T14:08:22.417082
10.100.102.12,93.123.102.229,59898,443,6,78,0,2026-08-13T14:08:22.417104
10.100.102.12,93.123.102.229,59898,443,6,78,0,2026-08-13T14:08:22.417123
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417140
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417163
10.100.102.12,93.123.102.229,59898,443,6,78,0,2026-08-13T14:08:22.417180
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417198
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417215
10.100.102.12,93.123.102.229,59898,443,6,78,0,2026-08-13T14:08:22.417232
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417258
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417275
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.417293
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.417310
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.417341
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:22.417379
93.123.102.229,10.100.102.12,443,59898,6,1183,0,2026-08-13T14:08:22.417428
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417460
10.100.102.12,93.123.102.229,59898,443,6,78,0,2026-08-13T14:08:22.417488
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417515
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417541
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417569
10.100.102.12,93.123.102.229,59898,443,6,54,0,2026-08-13T14:08:22.417596
10.100.102.12,93.123.102.229,59898,443,6,54,0,2026-08-13T14:08:22.417622
142.250.75.202,10.100.102.12,443,62814,17,278,0,2026-08-13T14:08:22.417650
142.250.75.202,10.100.102.12,443,62814,17,88,0,2026-08-13T14:08:22.417684
10.100.102.12,142.250.75.202,62814,443,17,91,0,2026-08-13T14:08:22.417711
10.100.102.12,142.250.75.202,62814,443,17,563,0,2026-08-13T14:08:22.417738
10.100.102.12,142.250.75.202,62814,443,17,354,0,2026-08-13T14:08:22.417765
142.250.75.202,10.100.102.12,443,62814,17,72,0,2026-08-13T14:08:22.417792
10.100.102.12,142.250.75.202,62814,443,17,75,0,2026-08-13T14:08:22.417819
142.250.75.202,10.100.102.12,443,62814,17,71,0,2026-08-13T14:08:22.417852
142.250.75.202,10.100.102.12,443,62814,17,71,0,2026-08-13T14:08:22.417881
10.100.102.12,142.250.75.202,62814,443,17,75,0,2026-08-13T14:08:22.417908
93.123.102.229,10.100.102.12,443,59898,6,103,0,2026-08-13T14:08:22.417954
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:22.417989
10.100.102.12,93.123.102.229,59898,443,6,107,0,2026-08-13T14:08:22.418016
93.123.102.229,10.100.102.12,443,59898,6,66,0,2026-08-13T14:08:22.418057
142.250.75.202,10.100.102.12,443,62814,17,117,0,2026-08-13T14:08:22.418085
10.100.102.12,142.250.75.202,62814,443,17,94,0,2026-08-13T14:08:22.418112
142.250.75.202,10.100.102.12,443,62814,17,64,0,2026-08-13T14:08:22.418140
10.100.102.12,142.250.75.202,62814,443,17,75,0,2026-08-13T14:08:22.418167
142.250.75.202,10.100.102.12,443,62814,17,72,0,2026-08-13T14:08:22.418194
10.100.102.12,142.250.75.202,62814,443,17,75,0,2026-08-13T14:08:22.418221
142.250.75.202,10.100.102.12,443,62814,17,1110,0,2026-08-13T14:08:22.418253
142.250.75.202,10.100.102.12,443,62814,17,65,0,2026-08-13T14:08:22.418289
10.100.102.12,142.250.75.202,62814,443,17,79,0,2026-08-13T14:08:22.418325
10.100.102.12,142.250.75.170,52445,443,17,1292,0,2026-08-13T14:08:22.418352
10.100.102.12,142.250.75.170,52445,443,17,1292,0,2026-08-13T14:08:22.418379
10.100.102.12,142.250.75.170,52445,443,17,1292,0,2026-08-13T14:08:22.418406
10.100.102.12,142.250.75.170,52445,443,17,122,0,2026-08-13T14:08:22.418439
10.100.102.12,142.250.75.170,52445,443,17,624,0,2026-08-13T14:08:22.418466
142.250.75.202,10.100.102.12,443,62814,17,67,0,2026-08-13T14:08:22.418493
142.250.75.170,10.100.102.12,443,52445,17,82,0,2026-08-13T14:08:22.418520
142.250.75.170,10.100.102.12,443,52445,17,82,0,2026-08-13T14:08:22.418547
142.250.75.170,10.100.102.12,443,52445,17,1292,0,2026-08-13T14:08:22.418582
142.250.75.170,10.100.102.12,443,52445,17,1292,0,2026-08-13T14:08:22.418626
10.100.102.12,142.250.75.170,52445,443,17,1292,0,2026-08-13T14:08:22.418654
142.250.75.170,10.100.102.12,443,52445,17,1292,0,2026-08-13T14:08:22.418729
172.217.118.4,10.100.102.12,443,60628,6,66,0,2026-08-13T14:08:22.418765
10.100.102.12,172.217.118.4,60628,443,6,66,0,2026-08-13T14:08:22.418794
172.217.118.4,10.100.102.12,443,60629,6,66,0,2026-08-13T14:08:22.418821
10.100.102.12,172.217.118.4,60629,443,6,66,0,2026-08-13T14:08:22.418849
10.100.102.12,142.250.75.170,52445,443,17,1292,0,2026-08-13T14:08:22.418876
142.250.75.170,10.100.102.12,443,52445,17,1292,0,2026-08-13T14:08:22.418903
142.250.75.170,10.100.102.12,443,52445,17,1292,0,2026-08-13T14:08:22.418938
142.250.75.170,10.100.102.12,443,52445,17,338,0,2026-08-13T14:08:22.418965
142.250.75.170,10.100.102.12,443,52445,17,996,0,2026-08-13T14:08:22.418992
142.250.75.170,10.100.102.12,443,52445,17,119,0,2026-08-13T14:08:22.419019
142.250.75.170,10.100.102.12,443,52445,17,66,0,2026-08-13T14:08:22.419046
10.100.102.12,142.250.75.170,52445,443,17,136,0,2026-08-13T14:08:22.419073
10.100.102.12,142.250.75.170,52445,443,17,73,0,2026-08-13T14:08:22.419109
142.250.75.170,10.100.102.12,443,52445,17,162,0,2026-08-13T14:08:22.419138
142.250.75.170,10.100.102.12,443,52445,17,64,0,2026-08-13T14:08:22.419165
10.100.102.12,142.250.75.170,52445,443,17,73,0,2026-08-13T14:08:22.419192
10.100.102.12,142.250.75.170,52445,443,17,74,0,2026-08-13T14:08:22.419227
10.100.102.12,104.238.217.197,60171,443,6,54,0,2026-08-13T14:08:22.419263
142.250.75.170,10.100.102.12,443,52445,17,261,0,2026-08-13T14:08:22.419290
10.100.102.12,142.250.75.170,52445,443,17,89,0,2026-08-13T14:08:22.419317
142.250.75.170,10.100.102.12,443,52445,17,63,0,2026-08-13T14:08:22.419337
10.100.102.12,142.250.75.202,62814,443,17,1285,0,2026-08-13T14:08:22.419359
10.100.102.12,142.250.75.202,62814,443,17,550,0,2026-08-13T14:08:22.419379
142.250.75.170,10.100.102.12,443,52445,17,70,0,2026-08-13T14:08:22.419400
10.100.102.12,142.250.75.170,52445,443,17,73,0,2026-08-13T14:08:22.419421
142.250.75.202,10.100.102.12,443,62814,17,71,0,2026-08-13T14:08:22.419442
10.100.102.12,142.250.75.202,62814,443,17,75,0,2026-08-13T14:08:22.419469
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T14:08:22.419502
10.100.102.15,10.100.102.255,56450,1947,17,82,0,2026-08-13T14:08:22.419523
10.100.102.15,255.255.255.255,56451,1947,17,82,0,2026-08-13T14:08:22.419545
104.238.217.197,10.100.102.12,443,60171,6,66,0,2026-08-13T14:08:23.417311
142.250.75.202,10.100.102.12,443,62814,17,144,0,2026-08-13T14:08:23.417340
142.250.75.202,10.100.102.12,443,62814,17,65,0,2026-08-13T14:08:23.417354
10.100.102.12,142.250.75.202,62814,443,17,79,0,2026-08-13T14:08:23.417366
10.100.102.12,142.250.75.170,52445,443,17,320,0,2026-08-13T14:08:23.417377
10.100.102.12,142.250.75.202,62814,443,17,75,0,2026-08-13T14:08:23.417405
142.250.75.202,10.100.102.12,443,62814,17,66,0,2026-08-13T14:08:23.417421
142.250.75.170,10.100.102.12,443,52445,17,70,0,2026-08-13T14:08:23.417431
10.100.102.12,142.250.75.170,52445,443,17,74,0,2026-08-13T14:08:23.417442
142.250.75.170,10.100.102.12,443,52445,17,108,0,2026-08-13T14:08:23.417453
10.100.102.12,142.250.75.170,52445,443,17,89,0,2026-08-13T14:08:23.417463
142.250.75.170,10.100.102.12,443,52445,17,63,0,2026-08-13T14:08:23.417473
10.100.102.12,142.250.75.202,62814,443,17,357,0,2026-08-13T14:08:23.417483
142.250.75.170,10.100.102.12,443,52445,17,70,0,2026-08-13T14:08:23.417494
10.100.102.12,142.250.75.170,52445,443,17,73,0,2026-08-13T14:08:23.417507
142.250.75.202,10.100.102.12,443,62814,17,71,0,2026-08-13T14:08:23.417518
10.100.102.12,142.250.75.202,62814,443,17,75,0,2026-08-13T14:08:23.417531
170.114.52.83,10.100.102.12,443,60467,6,66,0,2026-08-13T14:08:23.417541
10.100.102.12,170.114.52.83,60467,443,6,66,0,2026-08-13T14:08:23.417551
142.250.75.202,10.100.102.12,443,62814,17,1219,0,2026-08-13T14:08:23.417561
10.100.102.12,142.250.75.202,62814,443,17,79,0,2026-08-13T14:08:23.417571
142.250.75.202,10.100.102.12,443,62814,17,67,0,2026-08-13T14:08:23.417582
142.250.75.202,10.100.102.12,443,60475,17,120,0,2026-08-13T14:08:23.417594
10.100.102.12,142.250.75.202,60475,443,17,75,0,2026-08-13T14:08:23.417605
31.13.86.49,10.100.102.12,5222,54233,6,174,0,2026-08-13T14:08:23.417620
10.100.102.12,31.13.86.49,54233,5222,6,66,0,2026-08-13T14:08:23.417633
10.100.102.12,31.13.86.49,54233,5222,6,113,0,2026-08-13T14:08:23.417648
31.13.86.49,10.100.102.12,5222,54233,6,66,0,2026-08-13T14:08:23.417660
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T14:08:23.417671
93.123.102.229,10.100.102.12,443,59898,6,210,0,2026-08-13T14:08:23.417686
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:23.417697
10.100.102.12,31.13.86.49,54233,5222,6,108,0,2026-08-13T14:08:24.418485
31.13.86.49,10.100.102.12,5222,54233,6,66,0,2026-08-13T14:08:24.418539
31.13.86.49,10.100.102.12,5222,54233,6,114,0,2026-08-13T14:08:24.418582
10.100.102.12,31.13.86.49,54233,5222,6,66,0,2026-08-13T14:08:24.418602
142.250.75.202,10.100.102.12,443,62814,17,278,0,2026-08-13T14:08:24.418621
10.100.102.12,142.250.75.202,62814,443,17,75,0,2026-08-13T14:08:24.418647
10.100.102.12,93.123.102.229,59898,443,6,54,0,2026-08-13T14:08:24.418689
93.123.102.229,10.100.102.12,443,59898,6,66,0,2026-08-13T14:08:24.418708
10.100.102.12,31.13.86.49,54233,5222,6,54,0,2026-08-13T14:08:24.418735
142.250.75.202,10.100.102.12,443,62814,17,279,0,2026-08-13T14:08:24.418753
10.100.102.12,142.250.75.202,62814,443,17,75,0,2026-08-13T14:08:24.418771
93.123.102.229,10.100.102.12,443,59898,6,529,0,2026-08-13T14:08:24.418788
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:24.418805
31.13.86.49,10.100.102.12,5222,54233,6,66,0,2026-08-13T14:08:24.418822
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T14:08:24.418844
93.123.102.229,10.100.102.12,443,59898,6,909,0,2026-08-13T14:08:24.418868
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:24.418886
10.100.102.12,10.100.102.1,1765,53,17,82,0,2026-08-13T14:08:25.419701
10.100.102.12,10.100.102.1,25767,53,17,82,0,2026-08-13T14:08:25.419787
10.100.102.12,10.100.102.1,9445,53,17,95,0,2026-08-13T14:08:25.419968
10.100.102.12,10.100.102.1,11788,53,17,95,0,2026-08-13T14:08:25.420010
10.100.102.1,10.100.102.12,53,9445,17,152,0,2026-08-13T14:08:25.420050
10.100.102.1,10.100.102.12,53,11788,17,223,0,2026-08-13T14:08:25.420089
10.100.102.12,172.217.113.4,51930,443,17,1292,0,2026-08-13T14:08:25.420128
10.100.102.12,172.217.113.4,51930,443,17,1292,0,2026-08-13T14:08:25.420166
10.100.102.12,172.217.113.4,51930,443,17,1292,0,2026-08-13T14:08:25.420218
10.100.102.12,10.100.102.1,18473,53,17,82,0,2026-08-13T14:08:25.420256
172.217.113.4,10.100.102.12,443,51930,17,82,0,2026-08-13T14:08:25.420309
172.217.113.4,10.100.102.12,443,51930,17,82,0,2026-08-13T14:08:25.420350
172.217.113.4,10.100.102.12,443,51930,17,1292,0,2026-08-13T14:08:25.420388
172.217.113.4,10.100.102.12,443,51930,17,1292,0,2026-08-13T14:08:25.420425
10.100.102.12,10.100.102.1,8117,53,17,82,0,2026-08-13T14:08:25.420463
10.100.102.12,10.100.102.1,60736,53,17,82,0,2026-08-13T14:08:25.420501
10.100.102.12,10.100.102.1,54579,53,17,82,0,2026-08-13T14:08:25.420538
10.100.102.12,10.100.102.1,31202,53,17,80,0,2026-08-13T14:08:25.420578
10.100.102.12,10.100.102.1,23969,53,17,80,0,2026-08-13T14:08:25.420626
10.100.102.12,142.251.151.119,49164,443,17,1292,0,2026-08-13T14:08:25.420664
10.100.102.12,142.251.151.119,49164,443,17,1292,0,2026-08-13T14:08:25.420701
10.100.102.12,142.251.151.119,49164,443,17,1292,0,2026-08-13T14:08:25.420739
10.100.102.12,142.251.151.119,49164,443,17,122,0,2026-08-13T14:08:25.420777
10.100.102.12,142.251.151.119,49164,443,17,79,0,2026-08-13T14:08:25.420813
10.100.102.1,10.100.102.12,53,18473,17,468,0,2026-08-13T14:08:25.420866
10.100.102.1,10.100.102.12,53,8117,17,219,0,2026-08-13T14:08:25.420906
10.100.102.12,172.217.113.4,51930,443,17,120,0,2026-08-13T14:08:25.420944
10.100.102.1,10.100.102.12,53,31202,17,148,0,2026-08-13T14:08:25.420981
10.100.102.1,10.100.102.12,53,23969,17,187,0,2026-08-13T14:08:25.421030
10.100.102.12,172.217.113.4,51930,443,17,1292,0,2026-08-13T14:08:25.421069
10.100.102.12,3.169.64.34,59555,443,17,1292,0,2026-08-13T14:08:25.421106
10.100.102.12,3.169.64.34,59555,443,17,1292,0,2026-08-13T14:08:25.421144
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:25.421181
93.123.102.229,10.100.102.12,443,59898,6,1304,0,2026-08-13T14:08:25.421219
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:25.421256
93.123.102.229,10.100.102.12,443,59898,6,1506,0,2026-08-13T14:08:25.421293
93.123.102.229,10.100.102.12,443,59898,6,1275,0,2026-08-13T14:08:25.421330
142.251.151.119,10.100.102.12,443,49164,17,82,0,2026-08-13T14:08:25.421367
142.251.151.119,10.100.102.12,443,49164,17,82,0,2026-08-13T14:08:25.421415
142.251.151.119,10.100.102.12,443,49164,17,1292,0,2026-08-13T14:08:25.421452
142.251.151.119,10.100.102.12,443,49164,17,1292,0,2026-08-13T14:08:25.421489
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:25.421527
10.100.102.12,93.123.102.229,59898,443,6,78,0,2026-08-13T14:08:25.421574
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:25.421637
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:25.421676
10.100.102.12,13.224.245.29,51529,443,17,1292,0,2026-08-13T14:08:25.421714
10.100.102.12,13.224.245.29,51529,443,17,1292,0,2026-08-13T14:08:25.421751
10.100.102.12,93.123.102.229,59898,443,6,66,0,2026-08-13T14:08:25.421797
172.217.113.4,10.100.102.12,443,51930,17,1292,0,2026-08-13T14:08:25.421843
3.169.64.34,10.100.102.12,443,59555,17,1242,0,2026-08-13T14:08:25.421871
3.169.64.34,10.100.102.12,443,59555,17,1242,0,2026-08-13T14:08:25.421898
3.169.64.34,10.100.102.12,443,59555,17,1242,0,2026-08-13T14:08:25.421925
3.169.64.34,10.100.102.12,443,59555,17,1242,0,2026-08-13T14:08:25.421960
3.169.64.34,10.100.102.12,443,59555,17,1242,0,2026-08-13T14:08:25.421988
3.169.64.34,10.100.102.12,443,59555,17,1242,0,2026-08-13T14:08:25.422016
10.100.102.12,3.169.64.34,59555,443,17,1292,0,2026-08-13T14:08:25.422043
10.100.102.12,142.251.151.119,49164,443,17,1292,0,2026-08-13T14:08:25.422070
10.100.102.12,3.169.64.34,59555,443,17,98,0,2026-08-13T14:08:25.422113
10.100.102.12,3.169.64.34,59555,443,17,127,0,2026-08-13T14:08:25.422149
10.100.102.12,3.169.64.34,59555,443,17,124,0,2026-08-13T14:08:25.422176
13.224.245.29,10.100.102.12,443,51529,17,1242,0,2026-08-13T14:08:25.422204
13.224.245.29,10.100.102.12,443,51529,17,1242,0,2026-08-13T14:08:25.422230
13.224.245.29,10.100.102.12,443,51529,17,1242,0,2026-08-13T14:08:25.422258
13.224.245.29,10.100.102.12,443,51529,17,1242,0,2026-08-13T14:08:25.422285
13.224.245.29,10.100.102.12,443,51529,17,1242,0,2026-08-13T14:08:25.422312
10.100.102.12,13.224.245.29,51529,443,17,1292,0,2026-08-13T14:08:25.422339
10.100.102.12,13.224.245.29,51529,443,17,96,0,2026-08-13T14:08:25.422366
10.100.102.12,13.224.245.29,51529,443,17,96,0,2026-08-13T14:08:25.422401
10.100.102.12,13.224.245.29,51529,443,17,127,0,2026-08-13T14:08:25.422438
